Topic,Count,Name,CustomName,Representation,Representative_Docs
115,144,115_bacterias_bacteria_enfermedades_de,"bacterias, bacteria, enfermedad","['bacterias', 'bacteria', 'enfermedades', 'de', 'en', 'un', 'la', 'que', 'microorganismos', 'infecciones']",
116,99,116_la_que_de_en,"la, que, de","['la', 'que', 'de', 'en', 'el', 'del', 'su', 'los', 'de la', 'al']",
117,153,117_que_la_de_en,"que, la, de","['que', 'la', 'de', 'en', 'un', 'el', 'una', 'se', 'con', 'es']",
118,105,118_la_de_europea_que,"la, de, europea","['la', 'de', 'europea', 'que', 'los', 'el', 'las', 'de la', 'en', 'la libertad']",
119,94,119_que_en_de_la,"que, en, de","['que', 'en', 'de', 'la', 'un', 'el', 'los', 'se', 'las', 'una']",
120,212,120_trump_donald_donald trump_de trump,"trump, donald, donald tru","['trump', 'donald', 'donald trump', 'de trump', 'que', 'su', 'de', 'el', 'bannon', 'republicano']",
121,200,121_guerra_la guerra_la_de,"guerra, la guerra, la","['guerra', 'la guerra', 'la', 'de', 'en', 'irak', 'el', 'los', 'se', 'que']",
122,133,122_en_un_de_el,"en, un, de","['en', 'un', 'de', 'el', 'la', 'que', 'por', 'una', 'se', 'las']",
123,154,123_la_que_el_de,"la, que, el","['la', 'que', 'el', 'de', 'para', 'un', 'las', 'en', 'no', 'de la']",
124,195,124_aceite_de_los_la,"aceite, de, los","['aceite', 'de', 'los', 'la', 'produccion', 'en', 'el', 'que', 'agricultores', 'se']",
125,138,125_bandera_la bandera_la_del,"bandera, la bandera, la","['bandera', 'la bandera', 'la', 'del', 'de', 'el', 'de la', 'con', 'en', 'que']",
126,141,126_el_de_la_en,"el, de, la","['el', 'de', 'la', 'en', 'que', 'guerra', 'del', 'un', 'de la', 'por']",
127,114,127_sueno_no_es_que,"sueno, no, es","['sueno', 'no', 'es', 'que', 'el', 'dormir', 'mas', 'la', 'de', 'siesta']",
128,194,128_programa_television_radio_de,"programa, television, radio","['programa', 'television', 'radio', 'de', 'canal', 'la', 'en', 'el programa', 'el', 'del']",
129,159,129_la_que_el_de,"la, que, el","['la', 'que', 'el', 'de', 'de la', 'del', 'por', 'en', 'los', 'las']",
130,230,130_que_me_su_con,"que, me, su","['que', 'me', 'su', 'con', 'en', 'le', 'la', 'un', 'se', 'una']",
131,217,131_rey_su_la_de,"rey, su, la","['rey', 'su', 'la', 'de', 'el', 'el rey', 'en', 'se', 'del', 'que']",
132,155,132_racismo_que_la_el,"racismo, que, la","['racismo', 'que', 'la', 'el', 'en', 'racistas', 'el racismo', 'de', 'no', 'es']",
133,194,133_presidente_peru_mexico_castillo,"presidente, peru, mexico","['presidente', 'peru', 'mexico', 'castillo', 'el', 'gobierno', 'pedro castillo', 'de', 'la', 'el presidente']",
134,77,134_la_de_en_su,"la, de, en","['la', 'de', 'en', 'su', 'el', 'que', 'los', 'de la', 'con', 'se']",
135,162,135_hosteleria_que_de_los,"hosteleria, que, de","['hosteleria', 'que', 'de', 'los', 'la', 'en', 'las', 'para', 'la hosteleria', 'se']",
136,110,136_fox_fox news_news_de,"fox, fox news, news","['fox', 'fox news', 'news', 'de', 'el', 'la', 'dominion', 'del', 'que', 'de la']",
137,111,137_de_del_la_que,"de, del, la","['de', 'del', 'la', 'que', 'el', 'en', 'con', 'es', 'un', 'una']",
138,72,138_la_de_el_en,"la, de, el","['la', 'de', 'el', 'en', 'de la', 'anos', 'que', 'su', 'para', 'los']",
139,254,139_la_capitalismo_que_los,"la, capitalism, que","['la', 'capitalismo', 'que', 'los', 'es', 'del', 'el', 'de', 'en', 'las']",
140,101,140_de_la_el_en,"de, la, el","['de', 'la', 'el', 'en', 'del', 'los', 'que', 'petroleo', 'un', 'se']",
141,162,141_me_no_que_ha,"me, no, que","['me', 'no', 'que', 'ha', 'de', 'un', 'la', 'es', 'una', 'en']",
142,91,142_la_de_de la_en,"la, de, de la","['la', 'de', 'de la', 'en', 'el', 'su', 'que', 'del', 'mas', 'los']",
143,142,143_la_en_de_los,"la, en, de","['la', 'en', 'de', 'los', 'que', 'su', 'el', 'de la', 'historia', 'una']",
144,82,144_que_hembras_una_las hembras,"que, hembras, una","['que', 'hembras', 'una', 'las hembras', 'los', 'las', 'la', 'de', 'se', 'el']",
145,82,145_escote_el escote_el_de,"escote, el escote, el","['escote', 'el escote', 'el', 'de', 'la', 'en', 'que', 'del', 'los', 'las']",
146,73,146_la_en_de_que,"la, en, de","['la', 'en', 'de', 'que', 'los', 'una', 'el', 'un', 'es', 'como']",
147,184,147_euros_el_de_que,"euros, el, de","['euros', 'el', 'de', 'que', 'la', 'por', 'del', 'al', 'en', 'de la']",
148,95,148_que_el_en_de,"que, el, en","['que', 'el', 'en', 'de', 'la', 'historia', 'un', 'los', 'una', 'no']",
149,74,149_se_el_que_de,"se, el, que","['se', 'el', 'que', 'de', 'por', 'la', 'del', 'con', 'una', 'no']",
150,79,150_de_en_la_los,"de, en, la","['de', 'en', 'la', 'los', 'del', 'de la', 'el', 'que', 'se', 'las']",
151,131,151_mujeres_iran_las mujeres_afganistan,"mujeres, iran, las mujere","['mujeres', 'iran', 'las mujeres', 'afganistan', 'las', 'velo', 'taliban', 'en', 'los talibanes', 'talibanes']",
152,121,152_madrid_arboles_parque_de,"madrid, arboles, parque","['madrid', 'arboles', 'parque', 'de', 'de madrid', 'la', 'las obras', 'obras', 'proyecto', 'el']",
153,164,153_filosofia_es_la_que,"filosofia, es, la","['filosofia', 'es', 'la', 'que', 'como', 'la filosofia', 'de', 'de la', 'lo', 'el']",
154,94,154_que_un_de_el,"que, un, de","['que', 'un', 'de', 'el', 'es', 'en', 'la', 'del', 'lo', 'con']",
155,185,155_bicicletas_de_las_los,"bicicletas, de, las","['bicicletas', 'de', 'las', 'los', 'movilidad', 'la', 'en', 'ciudades', 'el', 'de bicicletas']",
156,73,156_de_que_en_un,"de, que, en","['de', 'que', 'en', 'un', 'la', 'tunel', 'los', 'el', 'una', 'del']",
157,214,157_edificio_ciudad_arquitectura_de,"edificio, ciudad, arquitectu","['edificio', 'ciudad', 'arquitectura', 'de', 'edificios', 'un', 'en', 'la', 'mas', 'construccion']",
158,158,158_ley_la ley_si_solo si,"ley, la ley, si","['ley', 'la ley', 'si', 'solo si', 'si es si', 'solo si es', 'si es', 'es si', 'penas', 'ley del']",
159,75,159_demasiado corto_caracteres_texto es demasiado_texto es,"demasiado , caracteres, texto es d","['demasiado corto', 'caracteres', 'texto es demasiado', 'texto es', 'es demasiado corto', 'el texto es', 'es demasiado', 'demasiado corto debe', 'corto debe ser', 'debe ser al']",
160,204,160_de_la_cnmc_los,"de, la, cnmc","['de', 'la', 'cnmc', 'los', 'las', 'empresas', 'que', 'competencia', 'por', 'comision']",
161,209,161_la_el_de_de la,"la, el, de","['la', 'el', 'de', 'de la', 'del', 'su', 'que', 'ha', 'vox', 'en']",
162,163,162_conductores_que_coche_los,"conductore, que, coche","['conductores', 'que', 'coche', 'los', 'radares', 'vehiculos', 'kmh', 'de', 'no', 'trafico']",
163,246,163_que_no_es_lo,"que, no, es","['que', 'no', 'es', 'lo', 'nos', 'la', 'el', 'una', 'de', 'un']",
164,75,164_de_los_en_que,"de, los, en","['de', 'los', 'en', 'que', 'la', 'las', 'el', 'se', 'inversion', 'retiradas de']",
165,98,165_cerveza_vino_la cerveza_de cerveza,"cerveza, vino, la cerveza","['cerveza', 'vino', 'la cerveza', 'de cerveza', 'bebidas', 'de', 'vinos', 'la', 'alcohol', 'botellas']",
166,160,166_europea_comision_la comision_la comision europea,"europea, comision, la comisio","['europea', 'comision', 'la comision', 'la comision europea', 'comision europea', 'la', 'de', 'el', 'para', 'deficit']",
167,199,167_nazis_nazi_hitler_los nazis,"nazis, nazi, hitler","['nazis', 'nazi', 'hitler', 'los nazis', 'los', 'derecha', 'de', 'que', 'la', 'el']",
168,222,168_la_de_el_ley,"la, de, el","['la', 'de', 'el', 'ley', 'que', 'ha', 'de la', 'ayuntamiento', 'del', 'en']",
169,183,169_que_la_se_los,"que, la, se","['que', 'la', 'se', 'los', 'de', 'no', 'por', 'es', 'como', 'el']",
170,74,170_submarinos_naval_su_de,"submarinos, naval, su","['submarinos', 'naval', 'su', 'de', 'la armada', 'el', 'los submarinos', 'armada', 'buques', 'la']",
171,130,171_su_de_la_anos,"su, de, la","['su', 'de', 'la', 'anos', 'en', 'que', 'el', 'se', 'le', 'una']",
172,300,172_la_espana_que_derecha,"la, espana, que","['la', 'espana', 'que', 'derecha', 'izquierda', 'democracia', 'el', 'politica', 'en', 'es']",
173,120,173_euros_indemnizar_tribunal_por,"euros, indemnizar, tribunal","['euros', 'indemnizar', 'tribunal', 'por', 'sentencia', 'de', 'pagar', 'indemnizacion', 'la', 'que']",
