Topic,Count,Name,CustomName,Representation,Representative_Docs
25,449,25_israel_israeli_de israel_palestinos,"israel, israeli, de israel","['israel', 'israeli', 'de israel', 'palestinos', 'israelies', 'de', 'palestina', 'la', 'el', 'en']",
26,620,26_constitucional_tribunal_tribunal constitucional_ley,"constituci, tribunal, tribunal c","['constitucional', 'tribunal', 'tribunal constitucional', 'ley', 'el', 'del', 'la', 'gobierno', 'judicial', 'congreso']",
27,413,27_covid_virus_vacunas_vacuna,"covid, virus, vacunas","['covid', 'virus', 'vacunas', 'vacuna', 'coronavirus', 'pandemia', 'la', 'de', 'muertes', 'en']",
28,364,28_cocaina_drogas_cannabis_droga,"cocaina, drogas, cannabis","['cocaina', 'drogas', 'cannabis', 'droga', 'medicamentos', 'de cocaina', 'de', 'de drogas', 'en', 'la']",
29,415,29_datos_de datos_de_google,"datos, de datos, de","['datos', 'de datos', 'de', 'google', 'que', 'proteccion de datos', 'informacion', 'usuarios', 'proteccion', 'los']",
30,455,30_periodistas_periodismo_medios_que,"periodista, periodismo, medios","['periodistas', 'periodismo', 'medios', 'que', 'es', 'periodista', 'no', 'la', 'de', 'los medios']",
31,436,31_manifestantes_policia_la_de,"manifestan, policia, la","['manifestantes', 'policia', 'la', 'de', 'la policia', 'en', 'de la', 'protesta', 'han', 'los']",
32,398,32_barco_buque_el_de,"barco, buque, el","['barco', 'buque', 'el', 'de', 'en', 'del', 'mar', 'puerto', 'bordo', 'un']",
33,377,33_impuesto_impuestos_euros_el impuesto,"impuesto, impuestos, euros","['impuesto', 'impuestos', 'euros', 'el impuesto', 'fiscal', 'hacienda', 'impuesto de', 'de euros', 'el', 'millones']",
34,407,34_vehiculo_accidente_conductor_un,"vehiculo, accidente, conductor","['vehiculo', 'accidente', 'conductor', 'un', 'coche', 'el', 'se', 'la', 'en', 'de']",
35,368,35_trenes_tren_transporte_de,"trenes, tren, transporte","['trenes', 'tren', 'transporte', 'de', 'los trenes', 'transportes', 'en', 'el', 'de transportes', 'ferroviaria']",
36,386,36_cancer_celulas_enfermedad_de,"cancer, celulas, enfermedad","['cancer', 'celulas', 'enfermedad', 'de', 'cancer de', 'un', 'investigadores', 'en', 'la', 'que']",
37,320,37_incendios_incendio_fuego_los incendios,"incendios, incendio, fuego","['incendios', 'incendio', 'fuego', 'los incendios', 'forestales', 'bomberos', 'incendios forestales', 'hectareas', 'el fuego', 'de incendios']",
38,315,38_pensiones_las pensiones_jubilacion_de las pensiones,"pensiones, las pensio, jubilacion","['pensiones', 'las pensiones', 'jubilacion', 'de las pensiones', 'reforma', 'de pensiones', 'pension', 'reforma de', 'de jubilacion', 'la reforma']",
39,353,39_lengua_la lengua_que_en,"lengua, la lengua, que","['lengua', 'la lengua', 'que', 'en', 'el', 'la', 'lenguas', 'de', 'no', 'es']",
40,309,40_ferrovial_los anos_fallecido_ha fallecido,"ferrovial, los anos, fallecido","['ferrovial', 'los anos', 'fallecido', 'ha fallecido', 'anos', 'su', 'ha', 'actor', 'murio', 'de']",
41,339,41_apple_amazon_movil_de,"apple, amazon, movil","['apple', 'amazon', 'movil', 'de', 'que', 'los', 'moviles', 'la', 'para', 'en']",
42,265,42_restos_memoria_de_la,"restos, memoria, de","['restos', 'memoria', 'de', 'la', 'victimas', 'de la', 'el', 'del', 'los', 'los restos']",
43,271,43_iglesia_la iglesia_abusos_catolica,"iglesia, la iglesia, abusos","['iglesia', 'la iglesia', 'abusos', 'catolica', 'iglesia catolica', 'la', 'abusos sexuales', 'de', 'sexuales', 'de la iglesia']",
44,414,44_la_de_guerra_el,"la, de, guerra","['la', 'de', 'guerra', 'el', 'en', 'imperio', 'los', 'fue', 'se', 'siglo']",
45,189,45_la_de_que_en,"la, de, que","['la', 'de', 'que', 'en', 'se', 'los', 'el', 'del', 'las', 'de la']",
46,324,46_hombres_mujeres_que_los hombres,"hombres, mujeres, que","['hombres', 'mujeres', 'que', 'los hombres', 'sexo', 'los', 'es', 'no', 'las', 'la']",
47,287,47_avion_vuelo_aviones_vuelos,"avion, vuelo, aviones","['avion', 'vuelo', 'aviones', 'vuelos', 'aeropuerto', 'un avion', 'de', 'el', 'un', 'en']",
48,218,48_sueldo_que_euros_de,"sueldo, que, euros","['sueldo', 'que', 'euros', 'de', 'el', 'la', 'los', 'del', 'en', 'alcalde']",
49,187,49_de_el_que_del,"de, el, que","['de', 'el', 'que', 'del', 'la', 'su', 'en', 'los', 'ha', 'por']",
50,348,50_euros_de_de euros_la,"euros, de, de euros","['euros', 'de', 'de euros', 'la', 'la fiscalia', 'caso', 'fiscalia', 'por', 'de la', 'el']",
51,189,51_de_que_la_en,"de, que, la","['de', 'que', 'la', 'en', 'de la', 'el', 'las', 'video', 'un', 'con']",
52,236,52_migrantes_frontera_inmigrantes_asilo,"migrantes, frontera, inmigrante","['migrantes', 'frontera', 'inmigrantes', 'asilo', 'la frontera', 'los', 'los migrantes', 'de', 'de migrantes', 'la']",
53,274,53_hospital_su_el hospital_le,"hospital, su, el hospita","['hospital', 'su', 'el hospital', 'le', 'una', 'que', 'un', 'de', 'en', 'la']",
54,244,54_precios_alimentos_productos_supermercados,"precios, alimentos, productos","['precios', 'alimentos', 'productos', 'supermercados', 'los precios', 'iva', 'compra', 'los alimentos', 'precio', 'los']",
55,223,55_terremoto_volcan_siria_magnitud,"terremoto, volcan, siria","['terremoto', 'volcan', 'siria', 'magnitud', 'turquia', 'terremotos', 'de', 'terremoto de', 'de magnitud', 'kilometros']",
56,244,56_criptomonedas_bitcoin_moneda_de criptomonedas,"criptomone, bitcoin, moneda","['criptomonedas', 'bitcoin', 'moneda', 'de criptomonedas', 'las criptomonedas', 'de', 'monedas', 'dolares', 'en', 'que']",
57,160,57_de_la_el_que,"de, la, el","['de', 'la', 'el', 'que', 'en', 'del', 'con', 'su', 'se', 'los']",
58,150,58_de_que_la_en,"de, que, la","['de', 'que', 'la', 'en', 'el', 'se', 'una', 'por', 'un', 'del']",
59,193,59_alcohol_obesidad_diabetes_cafe,"alcohol, obesidad, diabetes","['alcohol', 'obesidad', 'diabetes', 'cafe', 'que', 'peso', 'es', 'la', 'consumo', 'de']",
60,250,60_biden_documentos_periodista_de,"biden, documentos, periodista","['biden', 'documentos', 'periodista', 'de', 'assange', 'el', 'hunter', 'pablo gonzalez', 'wikileaks', 'gonzalez']",
61,226,61_empleados_plantilla_despidos_trabajadores,"empleados, plantilla, despidos","['empleados', 'plantilla', 'despidos', 'trabajadores', 'empresa', 'de', 'la empresa', 'su plantilla', 'la', 'que']",
62,154,62_de_que_los_la,"de, que, los","['de', 'que', 'los', 'la', 'en', 'se', 'las', 'el', 'para', 'una']",
63,171,63_tabaco_que_me_mi,"tabaco, que, me","['tabaco', 'que', 'me', 'mi', 'en', 'la', 'de', 'el', 'una', 'no']",
64,147,64_de_la_el_en,"de, la, el","['de', 'la', 'el', 'en', 'de la', 'los', 'que', 'del', 'se', 'las']",
65,256,65_television_programa_espectadores_de television,"television, programa, espectador","['television', 'programa', 'espectadores', 'de television', 'la television', 'en', 'de', 'telecinco', 'tve', 'canal']",
66,237,66_suicidio_mental_salud mental_salud,"suicidio, mental, salud ment","['suicidio', 'mental', 'salud mental', 'salud', 'que', 'en', 'la', 'depresion', 'de', 'es']",
67,190,67_iglesia_la iglesia_catolica_que,"iglesia, la iglesia, catolica","['iglesia', 'la iglesia', 'catolica', 'que', 'de la iglesia', 'la', 'los', 'ciencia', 'de', 'iglesia catolica']",
68,161,68_de_la_euros_del,"de, la, euros","['de', 'la', 'euros', 'del', 'por', 'el', 'china', 'en', 'de la', 'que']",
69,311,69_poblacion_mas_habitantes_pobreza,"poblacion, mas, habitantes","['poblacion', 'mas', 'habitantes', 'pobreza', 'la poblacion', 'en', 'de', 'los', 'la', 'espana']",
70,205,70_marruecos_sahara_de marruecos_del,"marruecos, sahara, de marruec","['marruecos', 'sahara', 'de marruecos', 'del', 'sahara occidental', 'el', 'occidental', 'del sahara', 'la', 'que']",
71,145,71_de_la_que_el,"de, la, que","['de', 'la', 'que', 'el', 'en', 'para', 'se', 'una', 'del', 'un']",
72,174,72_la_el_de_presidente,"la, el, de","['la', 'el', 'de', 'presidente', 'de la', 'el presidente', 'que', 'gobierno', 'en', 'reunion']",
73,138,73_de_la_que_en,"de, la, que","['de', 'la', 'que', 'en', 'los', 'un', 'el', 'las', 'una', 'su']",
74,211,74_globo_chino_espia_de,"globo, chino, espia","['globo', 'chino', 'espia', 'de', 'un', 'china', 'el', 'globos', 'estados unidos', 'que']",
75,169,75_las_redes_los_las redes,"las, redes, los","['las', 'redes', 'los', 'las redes', 'redes sociales', 'las redes sociales', 'que', 'de', 'sociales', 'digital']",
76,191,76_arboles_los arboles_especies_bosques,"arboles, los arbole, especies","['arboles', 'los arboles', 'especies', 'bosques', 'de', 'los', 'de arboles', 'la', 'el', 'de la']",
77,200,77_ayuntamiento_de_el_turismo,"ayuntamien, de, el","['ayuntamiento', 'de', 'el', 'turismo', 'el ayuntamiento', 'en', 'que', 'la', 'del', 'los']",
78,345,78_feijoo_sanchez_nunez_nunez feijoo,"feijoo, sanchez, nunez","['feijoo', 'sanchez', 'nunez', 'nunez feijoo', 'mocion', 'alberto nunez feijoo', 'alberto nunez', 'pedro sanchez', 'ha', 'pedro']",
79,159,79_fiestas_mascarillas_de_la,"fiestas, mascarilla, de","['fiestas', 'mascarillas', 'de', 'la', 'en', 'los', 'se', 'las', 'el', 'que']",
80,184,80_arabia_saudi_arabia saudi_relaciones,"arabia, saudi, arabia sau","['arabia', 'saudi', 'arabia saudi', 'relaciones', 'siria', 'paz', 'iran', 'la', 'de', 'guerra']",
81,120,81_el_en_de_la,"el, en, de","['el', 'en', 'de', 'la', 'que', 'su', 'del', 'los', 'al', 'por']",
82,248,82_trump_donald_donald trump_expresidente,"trump, donald, donald tru","['trump', 'donald', 'donald trump', 'expresidente', 'el expresidente', 'de trump', 'expresidente donald trump', 'expresidente donald', 'cargos', 'de']",
83,182,83_bolsonaro_brasil_jair_jair bolsonaro,"bolsonaro, brasil, jair","['bolsonaro', 'brasil', 'jair', 'jair bolsonaro', 'lula', 'de brasil', 'brasilia', 'lula da', 'lula da silva', 'da silva']",
84,241,84_que_es_no_lo,"que, es, no","['que', 'es', 'no', 'lo', 'vida', 'la', 'nos', 'para', 'si', 'un']",
85,121,85_en_de_las_la,"en, de, las","['en', 'de', 'las', 'la', 'un', 'el', 'que', 'una', 'con', 'los']",
86,212,86_anime_de_en_un,"anime, de, en","['anime', 'de', 'en', 'un', 'manga', 'que', 'una', 'su', 'serie', 'es']",
87,205,87_residuos_de residuos_de_la,"residuos, de residuo, de","['residuos', 'de residuos', 'de', 'la', 'mina', 'los residuos', 'los', 'en', 'el', 'toneladas']",
88,118,88_que_de_es_en,"que, de, es","['que', 'de', 'es', 'en', 'la', 'los', 'las', 'el', 'de la', 'mas']",
89,197,89_acoso_escolar_colegio_que,"acoso, escolar, colegio","['acoso', 'escolar', 'colegio', 'que', 'profesor', 'de', 'la', 'por', 'de acoso', 'su']",
90,188,90_netflix_usuarios_tiktok_de,"netflix, usuarios, tiktok","['netflix', 'usuarios', 'tiktok', 'de', 'de netflix', 'cuentas', 'en', 'que', 'youtube', 'streaming']",
91,175,91_numeros_matematicas_es_de,"numeros, matematica, es","['numeros', 'matematicas', 'es', 'de', 'que', 'un', 'una', 'en', 'la', 'las']",
92,193,92_euros_ayudas_familias_ayuda,"euros, ayudas, familias","['euros', 'ayudas', 'familias', 'ayuda', 'bono', 'renta', 'para', 'de', 'de euros', 'hogares']",
93,134,93_de_que_la_las,"de, que, la","['de', 'que', 'la', 'las', 'el', 'en', 'humanos', 'por', 'derechos humanos', 'derechos']",
94,123,94_peru_protestas_la_de,"peru, protestas, la","['peru', 'protestas', 'la', 'de', 'que', 'las protestas', 'las', 'el', 'en', 'la virgen']",
95,127,95_robot_robots_que_es,"robot, robots, que","['robot', 'robots', 'que', 'es', 'el', 'de', 'los', 'no', 'un', 'la']",
96,179,96_multa_de trafico_trafico_coche,"multa, de trafico, trafico","['multa', 'de trafico', 'trafico', 'coche', 'multas', 'vehiculo', 'euros', 'por', 'velocidad', 'un']",
97,202,97_euros_de euros_millones_millones de euros,"euros, de euros, millones","['euros', 'de euros', 'millones', 'millones de euros', 'millones de', 'de', 'publicidad', 'la', 'contratos', 'el']",
98,208,98_que_redes_en_redes sociales,"que, redes, en","['que', 'redes', 'en', 'redes sociales', 'sociales', 'ha', 'el', 'de', 'no', 'la']",
99,115,99_revista_la revista_la_de,"revista, la revista, la","['revista', 'la revista', 'la', 'de', 'que', 'en', 'un', 'el', 'una', 'de la']",
100,105,100_de_que_la_el,"de, que, la","['de', 'que', 'la', 'el', 'las', 'en', 'para', 'un', 'se', 'espana']",
101,164,101_contaminacion_sustancias_aire_salud,"contaminac, sustancias, aire","['contaminacion', 'sustancias', 'aire', 'salud', 'de', 'la salud', 'pesticidas', 'la', 'los', 'del aire']",
102,112,102_de_en_el_la,"de, en, el","['de', 'en', 'el', 'la', 'que', 'ha', 'un', 'los', 'por', 'para']",
103,107,103_motor_de_en_que,"motor, de, en","['motor', 'de', 'en', 'que', 'la', 'el', 'un', 'una', 'combustible', 'los']",
104,131,104_mapa_mapas_los mapas_los,"mapa, mapas, los mapas","['mapa', 'mapas', 'los mapas', 'los', 'que', 'de', 'en', 'la', 'el', 'es']",
105,100,105_de_el_la_que,"de, el, la","['de', 'el', 'la', 'que', 'ozono', 'capa de ozono', 'de ozono', 'en', 'la capa de', 'la capa']",
106,110,106_erdogan_kilicdaroglu_kemal_elecciones,"erdogan, kilicdarog, kemal","['erdogan', 'kilicdaroglu', 'kemal', 'elecciones', 'turquia', 'de', 'que', 'el', 'en', 'la']",
107,110,107_la_de_que_los,"la, de, que","['la', 'de', 'que', 'los', 'una', 'en', 'un', 'por', 'las', 'el']",
108,170,108_reino_reino unido_unido_brexit,"reino, reino unid, unido","['reino', 'reino unido', 'unido', 'brexit', 'europea', 'ue', 'la union', 'union', 'la ue', 'la union europea']",
109,97,109_acciones_acciones de_millones_de tesla,"acciones, acciones d, millones","['acciones', 'acciones de', 'millones', 'de tesla', 'tesla', 'de', 'la', 'en', 'musk', 'acciones de tesla']",
110,98,110_la_de_que_el,"la, de, que","['la', 'de', 'que', 'el', 'en', 'un', 'se', 'de la', 'los', 'por']",
111,197,111_de_ruta_metros_montana,"de, ruta, metros","['de', 'ruta', 'metros', 'montana', 'la', 'en', 'el', 'mas', 'del', 'de la']",
112,139,112_muerte_de_la_iran,"muerte, de, la","['muerte', 'de', 'la', 'iran', 'pena', 'en', 'pena de muerte', 'ha', 'la pena', 'el']",
113,110,113_parlamento europeo_parlamento_europeo_de,"parlamento, parlamento, europeo","['parlamento europeo', 'parlamento', 'europeo', 'de', 'la', 'del parlamento europeo', 'del', 'el', 'del parlamento', 'qatar']",
114,152,114_windows_de windows_software_un,"windows, de windows, software","['windows', 'de windows', 'software', 'un', 'que', 'de', 'para', 'como', 'ordenadores', 'es']",
115,172,115_bacterias_especies_enfermedades_las,"bacterias, especies, enfermedad","['bacterias', 'especies', 'enfermedades', 'las', 'de', 'que', 'en', 'humano', 'la', 'es']",
116,111,116_la_de_el_que,"la, de, el","['la', 'de', 'el', 'que', 'en', 'su', 'del', 'los', 'de la', 'una']",
117,116,117_que_de_la_el,"que, de, la","['que', 'de', 'la', 'el', 'es', 'en', 'una', 'los', 'un', 'con']",
118,101,118_de_la_los_las,"de, la, los","['de', 'la', 'los', 'las', 'que', 'el', 'de la', 'racistas', 'en', 'es']",
119,101,119_que_la_en_de,"que, la, en","['que', 'la', 'en', 'de', 'el', 'los', 'imagen', 'las', 'un', 'la imagen']",
120,152,120_trump_de trump_donald_donald trump,"trump, de trump, donald","['trump', 'de trump', 'donald', 'donald trump', 'carlson', 'bannon', 'el', 'republicanos', 'que', 'republicano']",
121,143,121_guerra_irak_la_civiles,"guerra, irak, la","['guerra', 'irak', 'la', 'civiles', 'de', 'la guerra', 'los', 'bush', 'de irak', 'conflictos']",
122,93,122_en_el_de_que,"en, el, de","['en', 'el', 'de', 'que', 'la', 'un', 'para', 'las', 'una', 'del']",
123,94,123_la_que_el_de,"la, que, el","['la', 'que', 'el', 'de', 'un', 'para', 'en', 'del', 'los', 'las']",
124,130,124_produccion_supermercados_de_la,"produccion, supermerca, de","['produccion', 'supermercados', 'de', 'la', 'los', 'aceite', 'la produccion', 'en', 'sector', 'se']",
125,122,125_bandera_la bandera_bandera de_de la bandera,"bandera, la bandera, bandera de","['bandera', 'la bandera', 'bandera de', 'de la bandera', 'la', 'de', 'del', 'el', 'que', 'ayuntamiento']",
126,104,126_la_de_guerra_en,"la, de, guerra","['la', 'de', 'guerra', 'en', 'el', 'que', 'los', 'del', 'de la', 'la guerra']",
127,121,127_sueno_que_el_el sueno,"sueno, que, el","['sueno', 'que', 'el', 'el sueno', 'mas', 'del sueno', 'es', 'los', 'de', 'un']",
128,151,128_programa_radio_rosa_ana rosa,"programa, radio, rosa","['programa', 'radio', 'rosa', 'ana rosa', 'ana', 'tv', 'el programa', 'canal', 'en', 'de']",
129,109,129_la_que_el_de,"la, que, el","['la', 'que', 'el', 'de', 'de la', 'en', 'los', 'por', 'las', 'del']",
130,127,130_que_el_en_la,"que, el, en","['que', 'el', 'en', 'la', 'se', 'con', 'un', 'de', 'su', 'una']",
131,201,131_rey_felipe_el rey_su,"rey, felipe, el rey","['rey', 'felipe', 'el rey', 'su', 'juan', 'vi', 'de', 'el', 'la', 'felipe vi']",
132,128,132_racismo_el racismo_el_que,"racismo, el racismo, el","['racismo', 'el racismo', 'el', 'que', 'en', 'la', 'no', 'de', 'racistas', 'es']",
133,185,133_peru_castillo_pedro castillo_mexico,"peru, castillo, pedro cast","['peru', 'castillo', 'pedro castillo', 'mexico', 'presidente', 'el', 'pedro', 'boluarte', 'de', 'pais']",
134,88,134_de_la_en_el,"de, la, en","['de', 'la', 'en', 'el', 'su', 'que', 'se', 'con', 'los', 'de la']",
135,112,135_hosteleria_la hosteleria_negocios_de,"hosteleria, la hostele, negocios","['hosteleria', 'la hosteleria', 'negocios', 'de', 'sector', 'que', 'para', 'la', 'las', 'los']",
136,100,136_fox_news_fox news_de fox,"fox, news, fox news","['fox', 'news', 'fox news', 'de fox', 'carlson', 'dominion', 'de', 'tucker carlson', 'difamacion', 'tucker']",
137,101,137_que_la_de_es,"que, la, de","['que', 'la', 'de', 'es', 'una', 'del', 'el', 'no', 'en', 'con']",
138,89,138_la_de_en_el,"la, de, en","['la', 'de', 'en', 'el', 'que', 'para', 'de la', 'su', 'anos', 'los']",
139,119,139_capitalismo_la_es_que,"capitalism, la, es","['capitalismo', 'la', 'es', 'que', 'de', 'las', 'del', 'el', 'de la', 'los']",
140,86,140_petroleo_de_del_el,"petroleo, de, del","['petroleo', 'de', 'del', 'el', 'la', 'los', 'que', 'en', 'de petroleo', 'le']",
141,98,141_me_no_de_que,"me, no, de","['me', 'no', 'de', 'que', 'la', 'el', 'es', 'una', 'en', 'se']",
142,91,142_en_la_de_el,"en, la, de","['en', 'la', 'de', 'el', 'que', 'un', 'del', 'su', 'los', 'de la']",
143,98,143_la_de_en_que,"la, de, en","['la', 'de', 'en', 'que', 'los', 'el', 'de la', 'un', 'es', 'para']",
144,90,144_hembras_que_las hembras_de,"hembras, que, las hembra","['hembras', 'que', 'las hembras', 'de', 'una', 'las', 'la', 'se', 'en', 'un']",
145,89,145_escote_el escote_el_del,"escote, el escote, el","['escote', 'el escote', 'el', 'del', 'la', 'de', 'que', 'los', 'un', 'en']",
146,88,146_la_de_en_el,"la, de, en","['la', 'de', 'en', 'el', 'los', 'que', 'una', 'un', 'como', 'de la']",
147,120,147_club_negreira_el_de,"club, negreira, el","['club', 'negreira', 'el', 'de', 'la', 'barca', 'enriquez', 'del', 'que', 'de la']",
148,108,148_jesus_en_que_el,"jesus, en, que","['jesus', 'en', 'que', 'el', 'de', 'la', 'no', 'un', 'una', 'los']",
149,77,149_se_de_que_por,"se, de, que","['se', 'de', 'que', 'por', 'el', 'los', 'del', 'la', 'un', 'con']",
150,88,150_la_se_de_los,"la, se, de","['la', 'se', 'de', 'los', 'en', 'que', 'el', 'de la', 'del', 'las']",
151,112,151_iran_mujeres_las mujeres_las,"iran, mujeres, las mujere","['iran', 'mujeres', 'las mujeres', 'las', 'de iran', 'taliban', 'afganistan', 'velo', 'hiyab', 'la']",
152,116,152_arboles_parque_madrid_de madrid,"arboles, parque, madrid","['arboles', 'parque', 'madrid', 'de madrid', 'de', 'la', 'el', 'del parque', 'proyecto', 'obras']",
153,132,153_filosofia_que_la_es,"filosofia, que, la","['filosofia', 'que', 'la', 'es', 'de', 'no', 'en', 'una', 'la filosofia', 'el']",
154,97,154_que_villarejo_de_martin,"que, villarejo, de","['que', 'villarejo', 'de', 'martin', 'el', 'la', 'en', 'del', 'nombre', 'un']",
155,135,155_emisiones_de bajas emisiones_bajas emisiones_de bajas,"emisiones, de bajas e, bajas emis","['emisiones', 'de bajas emisiones', 'bajas emisiones', 'de bajas', 'movilidad', 'las', 'bajas', 'de', 'zonas', 'vehiculos']",
156,85,156_de_que_un_la,"de, que, un","['de', 'que', 'un', 'la', 'en', 'tunel', 'el', 'una', 'del', 'se']",
157,167,157_arquitectura_edificio_edificios_de,"arquitectu, edificio, edificios","['arquitectura', 'edificio', 'edificios', 'de', 'la arquitectura', 'mas', 'un', 'el', 'en', 'ciudad']",
158,190,158_ley_la ley_si es si_solo si,"ley, la ley, si es si","['ley', 'la ley', 'si es si', 'solo si', 'si', 'solo si es', 'es si', 'si es', 'penas', 'montero']",
159,165,159_demasiado_texto_corto_demasiado corto,"demasiado, texto, corto","['demasiado', 'texto', 'corto', 'demasiado corto', 'es demasiado', 'caracteres', 'texto es demasiado', 'texto es', 'es demasiado corto', 'el texto es']",
160,123,160_competencia_cnmc_la competencia_comision nacional,"competenci, cnmc, la compete","['competencia', 'cnmc', 'la competencia', 'comision nacional', 'mercados', 'la comision nacional', 'los mercados', 'mercados la', 'comision', 'de los mercados']",
161,101,161_la_electoral_de_de la,"la, electoral, de","['la', 'electoral', 'de', 'de la', 'la junta', 'junta', 'al', 'que', 'el', 'su']",
162,112,162_conductores_carreteras_radares_las carreteras,"conductore, carreteras, radares","['conductores', 'carreteras', 'radares', 'las carreteras', 'kmh', 'radar', 'los conductores', 'que', 'en', 'velocidad']",
163,105,163_que_nos_es_pensamiento,"que, nos, es","['que', 'nos', 'es', 'pensamiento', 'la', 'en', 'lo', 'de', 'no', 'de la']",
164,66,164_de_en_los_las,"de, en, los","['de', 'en', 'los', 'las', 'retiradas de', 'el', 'la', 'que', 'se', 'retiradas']",
165,88,165_vino_cerveza_bebidas_el vino,"vino, cerveza, bebidas","['vino', 'cerveza', 'bebidas', 'el vino', 'de vino', 'vinos', 'de cerveza', 'el', 'la cerveza', 'del vino']",
166,132,166_la comision_comision_la comision europea_comision europea,"la comisio, comision, la comisio","['la comision', 'comision', 'la comision europea', 'comision europea', 'europea', 'de recuperacion', 'recuperacion', 'plan', 'plan de recuperacion', 'la']",
