Topic,Count,Name,CustomName,Representation,Representative_Docs
18,727,18_mujeres_violencia_las mujeres_genero,"mujeres, violencia, las mujere","['mujeres', 'violencia', 'las mujeres', 'genero', 'de genero', 'igualdad', 'trans', 'ley', 'la violencia', 'las']",
19,521,19_carne_que_de_comida,"carne, que, de","['carne', 'que', 'de', 'comida', 'es', 'en', 'comer', 'se', 'la', 'alimentos']",
20,514,20_aborto_embarazo_que_la,"aborto, embarazo, que","['aborto', 'embarazo', 'que', 'la', 'el', 'derecho', 'mujeres', 'de', 'el aborto', 'no']",
21,531,21_agua_de agua_donana_de,"agua, de agua, donana","['agua', 'de agua', 'donana', 'de', 'la', 'el agua', 'del', 'el', 'sequia', 'del agua']",
22,500,22_educacion_alumnos_centros_de,"educacion, alumnos, centros","['educacion', 'alumnos', 'centros', 'de', 'los', 'que', 'la', 'estudiantes', 'las', 'en']",
23,512,23_twitter_musk_elon_de twitter,"twitter, musk, elon","['twitter', 'musk', 'elon', 'de twitter', 'elon musk', 'red social', 'red', 'la red social', 'en twitter', 'la red']",
24,579,24_arte_museo_artista_de,"arte, museo, artista","['arte', 'museo', 'artista', 'de', 'fotografia', 'en', 'la', 'el', 'una', 'un']",
25,454,25_israel_israeli_de israel_palestinos,"israel, israeli, de israel","['israel', 'israeli', 'de israel', 'palestinos', 'israelies', 'de', 'palestina', 'la', 'el', 'en']",
26,618,26_constitucional_tribunal_tribunal constitucional_ley,"constituci, tribunal, tribunal c","['constitucional', 'tribunal', 'tribunal constitucional', 'ley', 'el', 'del', 'la', 'gobierno', 'judicial', 'congreso']",
27,409,27_covid_virus_vacunas_vacuna,"covid, virus, vacunas","['covid', 'virus', 'vacunas', 'vacuna', 'pandemia', 'la', 'coronavirus', 'de', 'en', 'la pandemia']",
28,356,28_cocaina_drogas_cannabis_droga,"cocaina, drogas, cannabis","['cocaina', 'drogas', 'cannabis', 'droga', 'medicamentos', 'de cocaina', 'de', 'de drogas', 'en', 'la']",
29,434,29_datos_de datos_de_google,"datos, de datos, de","['datos', 'de datos', 'de', 'google', 'informacion', 'que', 'usuarios', 'proteccion de datos', 'proteccion', 'los']",
30,468,30_medios_periodistas_periodismo_que,"medios, periodista, periodismo","['medios', 'periodistas', 'periodismo', 'que', 'los medios', 'no', 'periodista', 'es', 'la', 'de']",
31,426,31_policia_manifestantes_la_de,"policia, manifestan, la","['policia', 'manifestantes', 'la', 'de', 'la policia', 'de la', 'en', 'han', 'los', 'del']",
32,388,32_barco_buque_el_mar,"barco, buque, el","['barco', 'buque', 'el', 'mar', 'en', 'de', 'puerto', 'del', 'que', 'bordo']",
33,365,33_impuesto_impuestos_euros_el impuesto,"impuesto, impuestos, euros","['impuesto', 'impuestos', 'euros', 'el impuesto', 'fiscal', 'millones', 'de euros', 'impuesto de', 'hacienda', 'el']",
34,414,34_vehiculo_accidente_conductor_un,"vehiculo, accidente, conductor","['vehiculo', 'accidente', 'conductor', 'un', 'coche', 'el', 'se', 'la', 'en', 'de']",
35,361,35_trenes_tren_transporte_de,"trenes, tren, transporte","['trenes', 'tren', 'transporte', 'de', 'los trenes', 'transportes', 'el', 'en', 'alta velocidad', 'ferroviaria']",
36,388,36_cancer_celulas_enfermedad_cancer de,"cancer, celulas, enfermedad","['cancer', 'celulas', 'enfermedad', 'cancer de', 'de', 'un', 'en', 'que', 'el cancer', 'la']",
37,310,37_incendios_incendio_fuego_los incendios,"incendios, incendio, fuego","['incendios', 'incendio', 'fuego', 'los incendios', 'forestales', 'bomberos', 'incendios forestales', 'hectareas', 'el fuego', 'de incendios']",
38,307,38_pensiones_las pensiones_jubilacion_reforma,"pensiones, las pensio, jubilacion","['pensiones', 'las pensiones', 'jubilacion', 'reforma', 'de pensiones', 'de las pensiones', 'pension', 'reforma de', 'de jubilacion', 'la reforma']",
39,343,39_lengua_la lengua_que_en,"lengua, la lengua, que","['lengua', 'la lengua', 'que', 'en', 'el', 'lenguas', 'la', 'es', 'de', 'no']",
40,293,40_fallecido_ferrovial_los anos_ha fallecido,"fallecido, ferrovial, los anos","['fallecido', 'ferrovial', 'los anos', 'ha fallecido', 'anos', 'su', 'ha', 'murio', 'en', 'de']",
41,312,41_apple_amazon_movil_de,"apple, amazon, movil","['apple', 'amazon', 'movil', 'de', 'que', 'moviles', 'los', 'la', 'en', 'internet']",
42,261,42_restos_memoria_de_victimas,"restos, memoria, de","['restos', 'memoria', 'de', 'victimas', 'la', 'de la', 'los restos', 'el', 'del', 'en']",
43,280,43_iglesia_la iglesia_abusos_catolica,"iglesia, la iglesia, abusos","['iglesia', 'la iglesia', 'abusos', 'catolica', 'de la iglesia', 'la', 'de', 'iglesia catolica', 'sexuales', 'los']",
44,424,44_guerra_la_de_el,"guerra, la, de","['guerra', 'la', 'de', 'el', 'en', 'los', 'imperio', 'fue', 'se', 'siglo']",
45,180,45_la_de_que_los,"la, de, que","['la', 'de', 'que', 'los', 'el', 'se', 'en', 'del', 'de la', 'con']",
46,337,46_hombres_mujeres_los hombres_que,"hombres, mujeres, los hombre","['hombres', 'mujeres', 'los hombres', 'que', 'sexo', 'los', 'es', 'no', 'las', 'las mujeres']",
47,268,47_avion_vuelo_aviones_aeropuerto,"avion, vuelo, aviones","['avion', 'vuelo', 'aviones', 'aeropuerto', 'vuelos', 'un avion', 'de', 'el', 'un', 'en']",
48,212,48_sueldo_euros_que_de,"sueldo, euros, que","['sueldo', 'euros', 'que', 'de', 'el', 'los', 'la', 'en', 'del', 'por']",
49,191,49_de_que_el_del,"de, que, el","['de', 'que', 'el', 'del', 'su', 'la', 'en', 'los', 'ha', 'por']",
50,329,50_euros_caso_de_la fiscalia,"euros, caso, de","['euros', 'caso', 'de', 'la fiscalia', 'fiscalia', 'la', 'de euros', 'por', 'de la', 'corrupcion']",
51,178,51_de_la_que_en,"de, la, que","['de', 'la', 'que', 'en', 'el', 'de la', 'las', 'con', 'video', 'un']",
52,235,52_migrantes_inmigrantes_frontera_asilo,"migrantes, inmigrante, frontera","['migrantes', 'inmigrantes', 'frontera', 'asilo', 'la frontera', 'los', 'los migrantes', 'de', 'de migrantes', 'la']",
53,286,53_hospital_el hospital_un_le,"hospital, el hospita, un","['hospital', 'el hospital', 'un', 'le', 'su', 'una', 'que', 'en', 'de', 'la']",
54,263,54_precios_alimentos_productos_los precios,"precios, alimentos, productos","['precios', 'alimentos', 'productos', 'los precios', 'iva', 'compra', 'supermercados', 'precio', 'los', 'los alimentos']",
55,216,55_terremoto_volcan_magnitud_siria,"terremoto, volcan, magnitud","['terremoto', 'volcan', 'magnitud', 'siria', 'terremotos', 'turquia', 'terremoto de', 'kilometros', 'de', 'de magnitud']",
56,231,56_criptomonedas_bitcoin_moneda_de criptomonedas,"criptomone, bitcoin, moneda","['criptomonedas', 'bitcoin', 'moneda', 'de criptomonedas', 'las criptomonedas', 'monedas', 'de', 'dolares', 'en', 'dolar']",
57,151,57_de_la_el_que,"de, la, el","['de', 'la', 'el', 'que', 'en', 'del', 'con', 'se', 'su', 'de la']",
58,152,58_que_de_la_en,"que, de, la","['que', 'de', 'la', 'en', 'el', 'se', 'una', 'por', 'un', 'del']",
59,198,59_alcohol_obesidad_diabetes_cafe,"alcohol, obesidad, diabetes","['alcohol', 'obesidad', 'diabetes', 'cafe', 'que', 'consumo', 'es', 'de', 'peso', 'un']",
60,242,60_biden_documentos_periodista_de,"biden, documentos, periodista","['biden', 'documentos', 'periodista', 'de', 'assange', 'hunter', 'el', 'wikileaks', 'gonzalez', 'pablo gonzalez']",
61,256,61_empleados_plantilla_despidos_trabajadores,"empleados, plantilla, despidos","['empleados', 'plantilla', 'despidos', 'trabajadores', 'empresa', 'empresas', 'la empresa', 'de', 'compania', 'que']",
62,153,62_de_los_que_la,"de, los, que","['de', 'los', 'que', 'la', 'se', 'en', 'para', 'el', 'las', 'una']",
63,173,63_me_tabaco_que_en,"me, tabaco, que","['me', 'tabaco', 'que', 'en', 'mi', 'la', 'de', 'el', 'una', 'no']",
64,142,64_de_la_en_el,"de, la, en","['de', 'la', 'en', 'el', 'de la', 'los', 'que', 'del', 'se', 'las']",
65,255,65_television_programa_de television_espectadores,"television, programa, de televis","['television', 'programa', 'de television', 'espectadores', 'la television', 'en', 'de', 'canal', 'tve', 'telecinco']",
66,247,66_mental_suicidio_salud mental_salud,"mental, suicidio, salud ment","['mental', 'suicidio', 'salud mental', 'salud', 'que', 'en', 'personas', 'es', 'de', 'la']",
67,182,67_iglesia_la iglesia_ciencia_la,"iglesia, la iglesia, ciencia","['iglesia', 'la iglesia', 'ciencia', 'la', 'que', 'catolica', 'de la iglesia', 'los', 'de', 'de la']",
68,161,68_de_euros_china_la,"de, euros, china","['de', 'euros', 'china', 'la', 'del', 'de euros', 'por', 'el', 'de la', 'en']",
69,340,69_poblacion_mas_la poblacion_habitantes,"poblacion, mas, la poblaci","['poblacion', 'mas', 'la poblacion', 'habitantes', 'en', 'de', 'pobreza', 'paises', 'los', 'la']",
70,189,70_marruecos_sahara_de marruecos_occidental,"marruecos, sahara, de marruec","['marruecos', 'sahara', 'de marruecos', 'occidental', 'del', 'sahara occidental', 'del sahara', 'el', 'la', 'que']",
71,142,71_la_que_de_en,"la, que, de","['la', 'que', 'de', 'en', 'el', 'para', 'se', 'del', 'un', 'con']",
72,161,72_la_el_presidente_de,"la, el, presidente","['la', 'el', 'presidente', 'de', 'que', 'el presidente', 'en', 'de la', 'del', 'asuntos']",
73,137,73_de_la_que_en,"de, la, que","['de', 'la', 'que', 'en', 'los', 'un', 'el', 'las', 'una', 'trabajo']",
74,209,74_globo_chino_de_espia,"globo, chino, de","['globo', 'chino', 'de', 'espia', 'estados unidos', 'un', 'unidos', 'el', 'globos', 'estados']",
75,170,75_redes_las redes_las_redes sociales,"redes, las redes, las","['redes', 'las redes', 'las', 'redes sociales', 'los', 'sociales', 'las redes sociales', 'que', 'de', 'digital']",
76,178,76_arboles_especies_los arboles_bosques,"arboles, especies, los arbole","['arboles', 'especies', 'los arboles', 'bosques', 'de', 'los', 'de arboles', 'la', 'el', 'en']",
77,209,77_ayuntamiento_de_el_el ayuntamiento,"ayuntamien, de, el","['ayuntamiento', 'de', 'el', 'el ayuntamiento', 'en', 'turismo', 'la', 'ayuntamiento de', 'que', 'del']",
78,370,78_feijoo_sanchez_nunez_nunez feijoo,"feijoo, sanchez, nunez","['feijoo', 'sanchez', 'nunez', 'nunez feijoo', 'vox', 'alberto nunez feijoo', 'alberto nunez', 'ha', 'pedro sanchez', 'pedro']",
79,155,79_fiestas_mascarillas_de_los,"fiestas, mascarilla, de","['fiestas', 'mascarillas', 'de', 'los', 'en', 'la', 'se', 'las', 'el', 'que']",
80,175,80_arabia_saudi_siria_relaciones,"arabia, saudi, siria","['arabia', 'saudi', 'siria', 'relaciones', 'arabia saudi', 'paz', 'iran', 'guerra', 'la', 'saudita']",
81,115,81_en_el_de_la,"en, el, de","['en', 'el', 'de', 'la', 'que', 'su', 'del', 'por', 'al', 'los']",
82,226,82_trump_donald_donald trump_expresidente,"trump, donald, donald tru","['trump', 'donald', 'donald trump', 'expresidente', 'el expresidente', 'de trump', 'expresidente donald trump', 'expresidente donald', 'cargos', 'de']",
83,169,83_bolsonaro_brasil_jair_jair bolsonaro,"bolsonaro, brasil, jair","['bolsonaro', 'brasil', 'jair', 'jair bolsonaro', 'lula', 'de brasil', 'en brasil', 'brasilia', 'lula da', 'lula da silva']",
84,277,84_es_que_vida_no,"es, que, vida","['es', 'que', 'vida', 'no', 'lo', 'la', 'la vida', 'si', 'para', 'un']",
85,119,85_en_las_de_la,"en, las, de","['en', 'las', 'de', 'la', 'un', 'el', 'que', 'una', 'los', 'por']",
86,227,86_anime_de_serie_en,"anime, de, serie","['anime', 'de', 'serie', 'en', 'es', 'un', 'que', 'manga', 'su', 'los']",
87,185,87_residuos_de residuos_de_plastico,"residuos, de residuo, de","['residuos', 'de residuos', 'de', 'plastico', 'mina', 'la', 'los residuos', 'toneladas', 'en', 'los']",
88,115,88_de_que_es_el,"de, que, es","['de', 'que', 'es', 'el', 'las', 'la', 'los', 'en', 'mas', 'se']",
89,199,89_acoso_colegio_escolar_que,"acoso, colegio, escolar","['acoso', 'colegio', 'escolar', 'que', 'profesor', 'su', 'de', 'la', 'padres', 'escuela']",
90,183,90_netflix_usuarios_tiktok_plataforma,"netflix, usuarios, tiktok","['netflix', 'usuarios', 'tiktok', 'plataforma', 'de', 'streaming', 'que', 'cuentas', 'de netflix', 'youtube']",
91,172,91_numeros_matematicas_es_de,"numeros, matematica, es","['numeros', 'matematicas', 'es', 'de', 'la', 'que', 'un', 'una', 'las', 'como']",
92,197,92_familias_euros_ayudas_ayuda,"familias, euros, ayudas","['familias', 'euros', 'ayudas', 'ayuda', 'renta', 'bono', 'hogares', 'de euros', 'de', 'para']",
93,130,93_humanos_de_derechos_la,"humanos, de, derechos","['humanos', 'de', 'derechos', 'la', 'derechos humanos', 'las', 'que', 'en', 'el', 'por']",
94,110,94_peru_protestas_las protestas_de,"peru, protestas, las protes","['peru', 'protestas', 'las protestas', 'de', 'la', 'que', 'el', 'en', 'contra', 'las']",
95,127,95_robot_robots_que_de,"robot, robots, que","['robot', 'robots', 'que', 'de', 'los', 'el', 'es', 'clase', 'un', 'la']",
96,182,96_multa_vehiculo_de trafico_coche,"multa, vehiculo, de trafico","['multa', 'vehiculo', 'de trafico', 'coche', 'trafico', 'euros', 'por', 'multas', 'velocidad', 'de']",
97,254,97_euros_millones_de euros_millones de euros,"euros, millones, de euros","['euros', 'millones', 'de euros', 'millones de euros', 'millones de', 'de', 'el', 'la', 'del', 'en']",
98,201,98_redes_que_redes sociales_sociales,"redes, que, redes soci","['redes', 'que', 'redes sociales', 'sociales', 'en', 'entrevista', 'ha', 'el', 'vox', 'de']",
99,126,99_revista_la revista_la_de,"revista, la revista, la","['revista', 'la revista', 'la', 'de', 'que', 'en', 'una', 'el', 'un', 'de la']",
100,101,100_que_de_la_el,"que, de, la","['que', 'de', 'la', 'el', 'en', 'un', 'espana', 'las', 'para', 'del']",
101,157,101_contaminacion_aire_sustancias_salud,"contaminac, aire, sustancias","['contaminacion', 'aire', 'sustancias', 'salud', 'la salud', 'pesticidas', 'del aire', 'la contaminacion', 'de', 'los']",
102,109,102_en_de_la_el,"en, de, la","['en', 'de', 'la', 'el', 'que', 'por', 'ha', 'un', 'su', 'los']",
103,101,103_motor_de_en_la,"motor, de, en","['motor', 'de', 'en', 'la', 'que', 'el', 'un', 'una', 'combustible', 'con']",
104,130,104_mapa_mapas_los mapas_los,"mapa, mapas, los mapas","['mapa', 'mapas', 'los mapas', 'los', 'de', 'que', 'la', 'en', 'un mapa', 'del']",
105,95,105_de_el_la_que,"de, el, la","['de', 'el', 'la', 'que', 'ozono', 'capa de ozono', 'de ozono', 'en', 'la capa de', 'la capa']",
106,101,106_erdogan_kilicdaroglu_elecciones_kemal,"erdogan, kilicdarog, elecciones","['erdogan', 'kilicdaroglu', 'elecciones', 'kemal', 'turquia', 'de', 'que', 'en', 'kemal kilicdaroglu', 'el']",
107,108,107_los_de_la_una,"los, de, la","['los', 'de', 'la', 'una', 'que', 'en', 'un', 'por', 'no', 'el']",
108,181,108_europea_reino_reino unido_ue,"europea, reino, reino unid","['europea', 'reino', 'reino unido', 'ue', 'brexit', 'unido', 'la ue', 'la union', 'union', 'la union europea']",
109,109,109_acciones_acciones de_de tesla_millones,"acciones, acciones d, de tesla","['acciones', 'acciones de', 'de tesla', 'millones', 'tesla', 'de', 'la', 'dolares', 'de dolares', 'millones de dolares']",
110,94,110_la_de_que_el,"la, de, que","['la', 'de', 'que', 'el', 'un', 'en', 'de la', 'los', 'se', 'por']",
111,202,111_metros_de_ruta_en,"metros, de, ruta","['metros', 'de', 'ruta', 'en', 'la', 'el', 'mas', 'montana', 'de la', 'un']",
112,148,112_muerte_la_de_iran,"muerte, la, de","['muerte', 'la', 'de', 'iran', 'pena', 'en', 'ha', 'el', 'pena de muerte', 'la muerte']",
113,106,113_parlamento europeo_parlamento_europeo_de,"parlamento, parlamento, europeo","['parlamento europeo', 'parlamento', 'europeo', 'de', 'la', 'el', 'del parlamento europeo', 'del', 'del parlamento', 'qatar']",
114,160,114_windows_un_de windows_que,"windows, un, de windows","['windows', 'un', 'de windows', 'que', 'software', 'de', 'para', 'como', 'en', 'es']",
115,171,115_especies_bacterias_enfermedades_las,"especies, bacterias, enfermedad","['especies', 'bacterias', 'enfermedades', 'las', 'de', 'en', 'la', 'que', 'se', 'una']",
116,99,116_la_de_que_su,"la, de, que","['la', 'de', 'que', 'su', 'en', 'el', 'los', 'de la', 'al', 'del']",
117,116,117_que_de_la_el,"que, de, la","['que', 'de', 'la', 'el', 'es', 'en', 'los', 'una', 'no', 'se']",
118,98,118_de_la_los_las,"de, la, los","['de', 'la', 'los', 'las', 'que', 'el', 'de la', 'en', 'racistas', 'ley']",
119,99,119_que_la_en_de,"que, la, en","['que', 'la', 'en', 'de', 'el', 'las', 'los', 'pueden', 'un', 'una']",
120,156,120_trump_de trump_donald_donald trump,"trump, de trump, donald","['trump', 'de trump', 'donald', 'donald trump', 'bannon', 'carlson', 'el', 'que', 'su', 'de']",
121,143,121_guerra_irak_la guerra_la,"guerra, irak, la guerra","['guerra', 'irak', 'la guerra', 'la', 'de', 'civiles', 'se', 'los', 'invasion', 'en']",
122,89,122_en_el_de_un,"en, el, de","['en', 'el', 'de', 'un', 'la', 'que', 'las', 'para', 'del', 'una']",
123,95,123_la_que_el_de,"la, que, el","['la', 'que', 'el', 'de', 'un', 'para', 'en', 'del', 'de la', 'por']",
124,133,124_produccion_la produccion_supermercados_aceite,"produccion, la producc, supermerca","['produccion', 'la produccion', 'supermercados', 'aceite', 'toneladas', 'la', 'de', 'sector', 'los', 'en']",
125,119,125_bandera_la bandera_bandera de_de la bandera,"bandera, la bandera, bandera de","['bandera', 'la bandera', 'bandera de', 'de la bandera', 'la', 'del', 'de', 'el', 'ayuntamiento', 'que']",
126,107,126_la_de_guerra_en,"la, de, guerra","['la', 'de', 'guerra', 'en', 'el', 'los', 'que', 'de la', 'guerra civil', 'la guerra']",
127,117,127_sueno_que_mas_del sueno,"sueno, que, mas","['sueno', 'que', 'mas', 'del sueno', 'el', 'los', 'el sueno', 'es', 'un', 'no']",
128,156,128_programa_radio_rosa_el programa,"programa, radio, rosa","['programa', 'radio', 'rosa', 'el programa', 'tv', 'programa de', 'ana rosa', 'ana', 'de', 'canal']",
129,96,129_la_que_el_de,"la, que, el","['la', 'que', 'el', 'de', 'de la', 'los', 'en', 'por', 'las', 'libro']",
130,128,130_que_en_el_con,"que, en, el","['que', 'en', 'el', 'con', 'la', 'se', 'de', 'su', 'un', 'una']",
131,201,131_rey_el rey_juan_su,"rey, el rey, juan","['rey', 'el rey', 'juan', 'su', 'carlos', 'felipe', 'la', 'el', 'de', 'juan carlos']",
132,124,132_racismo_el racismo_el_que,"racismo, el racismo, el","['racismo', 'el racismo', 'el', 'que', 'la', 'no', 'en', 'de', 'racistas', 'es']",
133,170,133_castillo_peru_pedro castillo_presidente,"castillo, peru, pedro cast","['castillo', 'peru', 'pedro castillo', 'presidente', 'mexico', 'pedro', 'el', 'boluarte', 'de', 'gobierno']",
134,90,134_de_la_en_el,"de, la, en","['de', 'la', 'en', 'el', 'que', 'su', 'con', 'los', 'se', 'una']",
135,114,135_hosteleria_la hosteleria_sector_de,"hosteleria, la hostele, sector","['hosteleria', 'la hosteleria', 'sector', 'de', 'trabajar', 'para', 'negocios', 'que', 'falta', 'la']",
136,92,136_fox_fox news_news_de fox,"fox, fox news, news","['fox', 'fox news', 'news', 'de fox', 'dominion', 'demanda', 'de', 'carlson', 'difamacion', 'la']",
137,99,137_que_la_de_del,"que, la, de","['que', 'la', 'de', 'del', 'no', 'el', 'una', 'en', 'es', 'con']",
138,87,138_la_de_en_el,"la, de, en","['la', 'de', 'en', 'el', 'de la', 'que', 'anos', 'su', 'como', 'los']",
139,113,139_capitalismo_la_es_que,"capitalism, la, es","['capitalismo', 'la', 'es', 'que', 'del', 'de', 'las', 'el', 'los', 'de la']",
140,91,140_madera_de_de madera_petroleo,"madera, de, de madera","['madera', 'de', 'de madera', 'petroleo', 'los', 'que', 'el', 'la', 'en', 'del']",
141,100,141_me_no_que_de,"me, no, que","['me', 'no', 'que', 'de', 'la', 'ha', 'en', 'el', 'es', 'una']",
142,84,142_de_en_la_el,"de, en, la","['de', 'en', 'la', 'el', 'que', 'de la', 'un', 'del', 'su', 'mas']",
143,99,143_la_de_que_en,"la, de, que","['la', 'de', 'que', 'en', 'los', 'el', 'un', 'de la', 'para', 'historia']",
144,91,144_hembras_de_que_las hembras,"hembras, de, que","['hembras', 'de', 'que', 'las hembras', 'la', 'una', 'las', 'los', 'se', 'un']",
145,89,145_escote_el escote_el_del,"escote, el escote, el","['escote', 'el escote', 'el', 'del', 'de', 'la', 'que', 'en', 'las', 'un']",
146,89,146_la_de_que_los,"la, de, que","['la', 'de', 'que', 'los', 'en', 'el', 'una', 'con', 'un', 'como']",
147,123,147_club_de_negreira_el,"club, de, negreira","['club', 'de', 'negreira', 'el', 'gastos', 'barca', 'la', 'del', 'euros', 'en']",
148,111,148_jesus_que_en_de,"jesus, que, en","['jesus', 'que', 'en', 'de', 'la', 'el', 'no', 'un', 'los', 'es']",
149,80,149_se_por_que_el,"se, por, que","['se', 'por', 'que', 'el', 'de', 'la', 'con', 'una', 'los', 'en']",
150,86,150_de_la_los_se,"de, la, los","['de', 'la', 'los', 'se', 'en', 'de la', 'el', 'que', 'del', 'un']",
151,120,151_mujeres_iran_las mujeres_las,"mujeres, iran, las mujere","['mujeres', 'iran', 'las mujeres', 'las', 'de iran', 'taliban', 'velo', 'afganistan', 'la', 'de']",
152,128,152_madrid_arboles_parque_de madrid,"madrid, arboles, parque","['madrid', 'arboles', 'parque', 'de madrid', 'de', 'el', 'la', 'proyecto', 'obras', 'del parque']",
153,124,153_es_que_filosofia_la,"es, que, filosofia","['es', 'que', 'filosofia', 'la', 'no', 'de', 'en', 'una', 'el', 'la filosofia']",
154,91,154_villarejo_martin_que_de,"villarejo, martin, que","['villarejo', 'martin', 'que', 'de', 'nombre', 'el', 'la', 'en', 'del', 'con']",
155,138,155_zonas_emisiones_de bajas emisiones_bajas emisiones,"zonas, emisiones, de bajas e","['zonas', 'emisiones', 'de bajas emisiones', 'bajas emisiones', 'de bajas', 'las', 'de', 'vehiculos', 'movilidad', 'bajas']",
156,92,156_de_que_la_un,"de, que, la","['de', 'que', 'la', 'un', 'en', 'del', 'tunel', 'se', 'el', 'una']",
157,172,157_arquitectura_edificio_edificios_mas,"arquitectu, edificio, edificios","['arquitectura', 'edificio', 'edificios', 'mas', 'ciudad', 'de', 'en', 'un', 'el', 'la arquitectura']",
158,213,158_ley_la ley_si_si es si,"ley, la ley, si","['ley', 'la ley', 'si', 'si es si', 'si es', 'solo si', 'solo si es', 'es si', 'penas', 'montero']",
159,169,159_demasiado_texto_demasiado corto_corto,"demasiado, texto, demasiado ","['demasiado', 'texto', 'demasiado corto', 'corto', 'el texto', 'es demasiado', 'texto es', 'el texto es', 'caracteres', 'texto es demasiado']",
160,114,160_competencia_cnmc_la competencia_comision nacional,"competenci, cnmc, la compete","['competencia', 'cnmc', 'la competencia', 'comision nacional', 'los mercados', 'mercados', 'mercados la', 'comision', 'la comision nacional', 'los mercados la']",
161,103,161_electoral_la_junta_la junta,"electoral, la, junta","['electoral', 'la', 'junta', 'la junta', 'de', 'de la', 'al', 'el', 'del', 'que']",
162,103,162_conductores_carreteras_radares_las carreteras,"conductore, carreteras, radares","['conductores', 'carreteras', 'radares', 'las carreteras', 'kmh', 'radar', 'trafico', 'en', 'que', 'velocidad']",
163,109,163_que_nos_pueden_es,"que, nos, pueden","['que', 'nos', 'pueden', 'es', 'cosas', 'en', 'lo', 'de', 'no', 'la']",
164,68,164_de_en_los_las,"de, en, los","['de', 'en', 'los', 'las', 'retiradas de', 'el', 'que', 'se', 'la', 'retiradas']",
165,91,165_vino_cerveza_la cerveza_bebidas,"vino, cerveza, la cerveza","['vino', 'cerveza', 'la cerveza', 'bebidas', 'el vino', 'de vino', 'de cerveza', 'vinos', 'de', 'el']",
